"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Age"
"144","Canterbury","13 Byron St",5,"h",2930000,"S","Jellis","10/12/2016",9,3126,5,3,4,645,222,2005,"Boroondara",-37.8317,145.0738,"Southern Metropolitan",3265,18
"145","Canterbury","21 Marden St",3,"h",1640000,"PI","Marshall","15/10/2016",9,3126,3,3,2,352,207,1997,"Boroondara",-37.827,145.0737,"Southern Metropolitan",3265,26
"146","Canterbury","77 Highfield Rd",5,"h",3550000,"VB","RT","18/03/2017",9,3126,5,4,4,684,427,2013,"Boroondara",-37.832,145.0853,"Southern Metropolitan",3265,10
"147","Canterbury","17 Irilbarra Rd",4,"h",3400000,"S","Jellis","19/11/2016",9,3126,4,1,4,845,411,2008,"Boroondara",-37.8184,145.0702,"Southern Metropolitan",3265,15
"148","Canterbury","12a View St",3,"h",1850000,"PI","Marshall","26/07/2016",9,3126,3,2,2,361,216,1995,"Boroondara",-37.8206,145.0785,"Southern Metropolitan",3265,28
"149","Canterbury","35 Myrtle Rd",4,"h",3145000,"S","RW","27/11/2016",9,3126,4,2,2,796,276,2012,"Boroondara",-37.8266,145.072,"Southern Metropolitan",3265,11
"150","Carlton North","1 Fletcher La",2,"h",8e+05,"PI","Nelson","10/12/2016",3.2,3054,2,1,1,73,104,2009,"Yarra",-37.7852,144.9719,"Northern Metropolitan",3106,14
"151","Carlton North","967 Drummond St",4,"h",2718000,"S","Ray","11/03/2017",3.2,3054,4,2,0,538,142,2015,"Yarra",-37.7816,144.9714,"Northern Metropolitan",3106,8
"152","Carnegie","4 Vine Gr",4,"h",1830000,"S","Gary","10/09/2016",11.4,3163,3,2,2,687,237,1983,"Glen Eira",-37.8931,145.0479,"Southern Metropolitan",7822,40
"153","Carnegie","25 Arawatta St",2,"h",817500,"S","Jellis","16/04/2016",11.4,3163,2,1,1,211,102,2002,"Glen Eira",-37.8856,145.0599,"Southern Metropolitan",7822,21
"154","Carnegie","1/3 Coorigil Rd",3,"h",1360000,"S","Woodards","19/11/2016",11.4,3163,3,2,2,282,182,2010,"Glen Eira",-37.8953,145.0567,"Southern Metropolitan",7822,13
"155","Carnegie","44 Blackwood St",4,"h",1518000,"S","hockingstuart","28/05/2016",11.4,3163,3,3,2,454,275,2000,"Glen Eira",-37.8869,145.0628,"Southern Metropolitan",7822,23
"156","Caulfield North","25 Malvern Gr",3,"h",2005000,"PI","Jellis","7/05/2016",8.1,3161,4,2,3,361,237,2014,"Glen Eira",-37.8694,145.0296,"Southern Metropolitan",6923,9
"157","Caulfield South","8 Lygon St",4,"h",1774500,"S","hockingstuart","14/05/2016",9.3,3162,4,2,2,575,256,2008,"Glen Eira",-37.8993,145.0254,"Southern Metropolitan",5051,15
"158","Caulfield South","136 Sycamore St",2,"h",1262000,"S","hockingstuart","16/04/2016",9.3,3162,4,2,2,464,272,2016,"Glen Eira",-37.8901,145.0224,"Southern Metropolitan",5051,7
"159","Chadstone","8B Moorong St",4,"h",890000,"VB","Purplebricks","4/02/2016",13.6,3148,4,3,2,288,158,2014,"Monash",-37.8801,145.1051,"Southern Metropolitan",3582,9
"160","Chadstone","4/5 Rae St",3,"h",650000,"PI","hockingstuart","15/10/2016",13.6,3148,3,2,2,160,101,2000,"Monash",-37.8859,145.0934,"Southern Metropolitan",3582,23
"161","Chadstone","4 Jacana Ct",4,"h",1260000,"S","McGrath","25/02/2017",13.6,3148,4,2,2,500,277,2001,"Monash",-37.8845,145.1027,"Southern Metropolitan",3582,22
"162","Clifton Hill","1/1 Marshall Pl",4,"h",1506000,"S","Nelson","25/02/2017",3.4,3068,4,2,0,162,169,1995,"Yarra",-37.7885,144.9994,"Northern Metropolitan",2954,28
"163","Coburg","8 Watchtower Rd",3,"h",675000,"PI","Walshe","4/02/2016",7.8,3058,3,1,2,142,123,2005,"Moreland",-37.7382,144.973,"Northern Metropolitan",11204,18
"164","Coburg","2 Quarry Cct",4,"h",1131000,"S","Nelson","8/10/2016",7.8,3058,4,2,2,494,300,2001,"Moreland",-37.7359,144.9711,"Northern Metropolitan",11204,22
"165","Coburg","1e The Avenue",3,"h",763000,"S","Woodards","14/05/2016",7.8,3058,3,2,1,107,110,1994,"Moreland",-37.7517,144.963,"Northern Metropolitan",11204,29
"166","Coburg","13 Shaftsbury St",4,"h",1742000,"SP","Nelson","15/10/2016",7.8,3058,3,2,4,482,256,2006,"Moreland",-37.7529,144.9534,"Northern Metropolitan",11204,17
"167","Coburg","2 Walsh St",3,"h",1120000,"S","Raine","22/08/2016",7.8,3058,3,2,1,293,180,2006,"Moreland",-37.7481,144.9663,"Northern Metropolitan",11204,17
"168","Coburg","24 Webb St",3,"h",870000,"S","Nelson","22/08/2016",7.8,3058,3,1,1,371,100,1980,"Moreland",-37.735,144.9558,"Northern Metropolitan",11204,43
"169","Coburg","15 Hardwick St",5,"h",1020000,"PI","Raine","25/02/2017",7.8,3058,5,2,4,381,286,1985,"Moreland",-37.7492,144.969,"Northern Metropolitan",11204,38
"170","Coburg","37 Kelson St",3,"h",7e+05,"SP","Brad","25/02/2017",7.8,3058,3,1,1,138,102,2000,"Moreland",-37.7406,144.9555,"Northern Metropolitan",11204,23
"171","Coburg","5/228 Reynard St",2,"h",472000,"S","Nelson","27/06/2016",7.8,3058,2,1,1,500,69,1975,"Moreland",-37.747,144.9515,"Northern Metropolitan",11204,48
"172","Coburg","100 Reynard St",4,"h",975000,"PI","Re","27/11/2016",7.8,3058,4,2,2,307,203,1996,"Moreland",-37.748,144.9602,"Northern Metropolitan",11204,27
"173","Coburg","5 Saunders St",4,"h",1150000,"PI","Nelson","28/05/2016",7.8,3058,4,1,2,633,164,1990,"Moreland",-37.7531,144.9504,"Northern Metropolitan",11204,33
"174","Coburg North","4 Pixel Cct",3,"h",715000,"SP","hockingstuart","4/03/2017",9.2,3058,3,2,2,173,120,2010,"Moreland",-37.7308,144.9832,"Northern Metropolitan",3445,13
"175","Coburg North","13 Pixel Cct",3,"h",625000,"S","Nelson","10/09/2016",9.2,3058,3,1,2,104,138,2014,"Moreland",-37.7307,144.9826,"Northern Metropolitan",3445,9
"176","Coburg North","19A Tilley St",4,"h",1050000,"PI","Jellis","10/12/2016",9.2,3058,4,3,2,501,258,2016,"Moreland",-37.7266,144.9823,"Northern Metropolitan",3445,7
"177","Coburg North","143 Elizabeth St",4,"h",950000,"S","hockingstuart","18/06/2016",9.2,3058,4,2,2,298,231,2013,"Moreland",-37.7308,144.9836,"Northern Metropolitan",3445,10
"178","Coburg North","27 Snapshot Dr",5,"h",1172000,"S","Ray","19/11/2016",9.2,3058,5,3,2,425,37,2014,"Moreland",-37.7302,144.9816,"Northern Metropolitan",3445,9
"179","Doncaster","33 Thiele St",4,"h",1396000,"S","Barry","3/12/2016",13.9,3108,4,1,2,658,138,1975,"Manningham",-37.7827,145.1358,"Eastern Metropolitan",9028,48
"180","Doncaster","1a Morris St",4,"h",1152000,"S","Jellis","6/08/2016",13.9,3108,4,2,2,336,176,2007,"Manningham",-37.794,145.1178,"Eastern Metropolitan",9028,16
"181","Doncaster","22 Saxon St",4,"h",1050000,"PI","Barry","7/05/2016",13.9,3108,4,2,2,317,194,1995,"Manningham",-37.7815,145.1279,"Eastern Metropolitan",9028,28
"182","Doncaster","41 Pettys La",4,"h",1225000,"S","Ray","7/11/2016",13.9,3108,4,3,2,740,185,1985,"Manningham",-37.7912,145.1127,"Eastern Metropolitan",9028,38
"183","Doncaster","36 Henry St",5,"h",1400000,"S","Jellis","8/10/2016",13.9,3108,5,3,2,656,320,1985,"Manningham",-37.7752,145.1317,"Eastern Metropolitan",9028,38
"184","Doncaster","49 Burgundy Dr",5,"h",2168000,"S","Barry","10/09/2016",13.9,3108,5,5,2,669,395,2016,"Manningham",-37.7808,145.1185,"Eastern Metropolitan",9028,7
"185","Doncaster","28 Dunoon St",4,"h",1468000,"S","Ray","12/11/2016",13.9,3108,4,2,2,806,170,1975,"Manningham",-37.7939,145.1392,"Eastern Metropolitan",9028,48
"186","Doncaster","31 Massey St",3,"h",9e+05,"PI","Ray","16/07/2016",13.9,3108,2,2,2,366,150,2013,"Manningham",-37.792,145.1077,"Eastern Metropolitan",9028,10
"187","Doncaster","18 Roseland Gr",3,"h",1152500,"S","Barry","19/11/2016",13.9,3108,3,2,2,648,129,1980,"Manningham",-37.7798,145.1368,"Eastern Metropolitan",9028,43
"188","Doncaster","5 Iskandar Pl",5,"h",1650000,"VB","Jellis","22/05/2016",13.9,3108,5,4,2,500,429,2007,"Manningham",-37.7863,145.1105,"Eastern Metropolitan",9028,16
"189","Doncaster","5 Robin Ct",4,"h",1782000,"S","Barry","25/02/2017",13.9,3108,4,3,3,586,306,2002,"Manningham",-37.7739,145.1287,"Eastern Metropolitan",9028,21
"190","Doncaster","12 Norfolk Cct",4,"h",1520000,"S","Barry","26/07/2016",13.9,3108,4,3,2,657,275,2010,"Manningham",-37.7954,145.1379,"Eastern Metropolitan",9028,13
"191","Eaglemont","107 Banksia St",3,"h",1100000,"VB","Holland","27/06/2016",10.3,3084,3,2,1,555,300,1988,"Banyule",-37.7585,145.0568,"Eastern Metropolitan",1651,35
"192","Elsternwick","3/26 Ross St",3,"h",8e+05,"VB","Hodges","10/12/2016",8.5,3185,3,2,2,331,112,2010,"Glen Eira",-37.8847,144.9992,"Southern Metropolitan",4898,13
"193","Elsternwick","2/21 Gisborne St",2,"h",1160000,"SP","Chisholm","12/11/2016",8.5,3185,2,2,2,155,137,2011,"Glen Eira",-37.8887,145.0046,"Southern Metropolitan",4898,12
"194","Elsternwick","5/39 Horne St",4,"h",1007000,"S","Pride","22/05/2016",8.5,3185,4,2,2,125,200,2000,"Glen Eira",-37.8855,145.001,"Southern Metropolitan",4898,23
"195","Elsternwick","22 Carlingford St",4,"h",2050000,"PI","Biggin","27/06/2016",8.5,3185,3,3,2,420,270,2016,"Glen Eira",-37.8891,145.0102,"Southern Metropolitan",4898,7
"196","Elwood","76 Byron St",3,"h",1238000,"S","Buxton","11/02/2017",7.7,3184,3,2,1,116,119,1996,"Port Phillip",-37.8789,144.9836,"Southern Metropolitan",8989,27
"197","Elwood","2/509 St Kilda St",3,"h",878500,"S","hockingstuart","12/11/2016",7.7,3184,3,2,1,75,122,2002,"Port Phillip",-37.8843,144.9917,"Southern Metropolitan",8989,21
"198","Elwood","53 Addison St",4,"h",1875000,"VB","Chisholm","27/06/2016",7.7,3184,3,3,0,235,211,2005,"Port Phillip",-37.8775,144.9808,"Southern Metropolitan",8989,18
"199","Essendon","2/96 Cooper St",3,"h",911000,"S","Rendina","4/02/2016",8,3040,3,2,2,225,98,2008,"Moonee Valley",-37.7454,144.8987,"Western Metropolitan",9264,15
"200","Essendon","15 Albion St",4,"h",9e+05,"SP","Nelson","4/03/2017",8,3040,4,2,1,288,210,1980,"Moonee Valley",-37.7562,144.9286,"Western Metropolitan",9264,43
"201","Essendon","59 Hedderwick St",5,"h",2800000,"PI","Nelson","8/10/2016",8,3040,5,4,6,877,378,2005,"Moonee Valley",-37.7491,144.9002,"Western Metropolitan",9264,18
"202","Essendon","22 Nimmo St",4,"h",1160000,"S","Nelson","10/09/2016",8,3040,4,3,2,256,217,2015,"Moonee Valley",-37.7527,144.8957,"Western Metropolitan",9264,8
"203","Essendon","74 Forrester St",4,"h",1275000,"S","Brad","12/11/2016",8,3040,4,2,2,503,160,2008,"Moonee Valley",-37.7513,144.8925,"Western Metropolitan",9264,15
"204","Essendon","125a Ogilvie St",4,"h",1590000,"S","Nelson","12/11/2016",8,3040,4,3,1,475,272,2007,"Moonee Valley",-37.7418,144.8938,"Western Metropolitan",9264,16
"205","Essendon","2 Cooke St",5,"h",1575000,"PI","Brad","16/04/2016",8,3040,5,3,2,700,454,1988,"Moonee Valley",-37.7461,144.9173,"Western Metropolitan",9264,35
"206","Essendon","37 Woodland St",4,"h",1610000,"S","Hodges","17/09/2016",8,3040,4,2,2,601,250,2010,"Moonee Valley",-37.7434,144.9256,"Western Metropolitan",9264,13
"207","Essendon","24A Daisy St",2,"h",930000,"S","Barry","18/03/2017",8,3040,2,1,2,225,107,1990,"Moonee Valley",-37.7548,144.9113,"Western Metropolitan",9264,33
"208","Essendon","101 McCracken St",3,"h",1470000,"S","Nelson","18/03/2017",8,3040,3,1,1,687,120,2016,"Moonee Valley",-37.7442,144.9045,"Western Metropolitan",9264,7
"209","Essendon","5 Loeman St",4,"h",1270000,"PI","Nelson","28/08/2016",8,3040,3,2,2,411,266,1996,"Moonee Valley",-37.757,144.9251,"Western Metropolitan",9264,27
"210","Fairfield","7 Rathmines St",3,"h",1350000,"PI","McGrath","3/12/2016",5.8,3078,3,1,2,309,110,2000,"Darebin",-37.7828,145.0154,"Northern Metropolitan",2970,23
"211","Fairfield","88 Perry St",4,"h",1730000,"S","Jellis","15/10/2016",5.8,3078,4,2,2,490,226,2007,"Darebin",-37.7749,145.0242,"Northern Metropolitan",2970,16
"212","Fairfield","254 Rathmines St",4,"h",2e+06,"VB","Nelson","22/05/2016",5.8,3078,4,3,2,575,280,2015,"Darebin",-37.7671,145.0176,"Northern Metropolitan",2970,8
"213","Fitzroy","199 Moor St",1,"h",947500,"S","Nelson","7/11/2016",1.6,3065,1,1,0,87,66,1980,"Yarra",-37.8019,144.9821,"Northern Metropolitan",5825,43
"214","Fitzroy","116 Leicester St",2,"h",8e+05,"VB","Harrington","27/06/2016",1.6,3065,2,2,1,64,138,1995,"Yarra",-37.7956,144.9804,"Northern Metropolitan",5825,28
"215","Footscray","58 Wolverhampton St",4,"h",977000,"S","Village","3/12/2016",6.4,3011,4,2,1,154,161,2007,"Maribyrnong",-37.7983,144.8911,"Western Metropolitan",7570,16
"216","Footscray","8 Buckingham St",3,"h",876000,"S","Jas","4/03/2017",6.4,3011,3,2,2,204,106,1990,"Maribyrnong",-37.8012,144.8921,"Western Metropolitan",7570,33
"217","Footscray","31 Southampton St",3,"h",860500,"S","Burnham","17/09/2016",6.4,3011,3,2,2,322,228,1980,"Maribyrnong",-37.7963,144.8862,"Western Metropolitan",7570,43
"218","Footscray","62 Moore St",3,"h",980000,"S","GL","26/07/2016",6.4,3011,3,2,2,196,154,2006,"Maribyrnong",-37.7987,144.9034,"Western Metropolitan",7570,17
"219","Footscray","1a Leander St",2,"h",716000,"S","Ray","30/07/2016",6.4,3011,2,1,2,274,275,2000,"Maribyrnong",-37.7939,144.8846,"Western Metropolitan",7570,23
"220","Glen Iris","62 Staughton Rd",4,"h",1998000,"S","J","3/12/2016",9.2,3146,4,2,1,739,183,2002,"Boroondara",-37.8513,145.0601,"Southern Metropolitan",10412,21
"221","Glen Iris","2/11 Peace St",3,"h",1425000,"S","Marshall","4/03/2017",9.2,3146,3,2,2,217,163,2006,"Boroondara",-37.8639,145.0641,"Southern Metropolitan",10412,17
"222","Glen Iris","3 Bridges St",4,"h",1900000,"PI","Jellis","4/06/2016",9.2,3146,4,4,2,708,323,1985,"Boroondara",-37.8646,145.0673,"Southern Metropolitan",10412,38
"223","Glen Iris","56 Gardiner Pde",5,"h",2175000,"S","Fletchers","4/06/2016",9.2,3146,5,3,4,619,327,2003,"Boroondara",-37.8554,145.0611,"Southern Metropolitan",10412,20
"224","Glen Iris","10 Hazeldine Rd",4,"h",2538000,"S","Marshall","6/08/2016",9.2,3146,4,2,3,630,314,2000,"Boroondara",-37.856,145.0691,"Southern Metropolitan",10412,23
"225","Glen Iris","51 Dent St",4,"h",2020000,"PI","Marshall","10/09/2016",9.2,3146,4,2,2,630,351,2009,"Boroondara",-37.8667,145.0752,"Southern Metropolitan",10412,14
"226","Glen Iris","2/67 Staughton Rd",3,"h",1375000,"S","Marshall","15/10/2016",9.2,3146,3,2,2,328,176,1990,"Boroondara",-37.8529,145.0605,"Southern Metropolitan",10412,33
"227","Glen Iris","116 High St",5,"h",2825000,"PI","Jellis","17/09/2016",9.2,3146,5,4,4,802,206,2013,"Boroondara",-37.8627,145.0719,"Southern Metropolitan",10412,10
"228","Glen Iris","27 Sunhill Rd",4,"h",1825000,"S","RT","17/09/2016",9.2,3146,3,3,2,366,26,1999,"Boroondara",-37.8503,145.0586,"Southern Metropolitan",10412,24
"229","Glen Iris","33 Rosedale Rd",5,"h",3085000,"S","Marshall","18/03/2017",9.2,3146,5,3,3,778,326,2000,"Boroondara",-37.8582,145.0715,"Southern Metropolitan",10412,23
"230","Glen Iris","23 Flowerdale Rd",5,"h",3860000,"S","Marshall","19/11/2016",9.2,3146,5,4,2,830,520,2009,"Boroondara",-37.8563,145.072,"Southern Metropolitan",10412,14
"231","Glen Iris","78 Valley Pde",4,"h",2725000,"S","Marshall","25/02/2017",9.2,3146,4,3,2,603,246,2007,"Boroondara",-37.8521,145.0657,"Southern Metropolitan",10412,16
"232","Glen Iris","14 Queens Pde",5,"h",2410000,"PI","Marshall","27/11/2016",9.2,3146,5,2,2,654,354,2015,"Boroondara",-37.8515,145.0922,"Southern Metropolitan",10412,8
"233","Glen Iris","24 Brandon St",3,"h",1931000,"S","Jellis","28/08/2016",9.2,3146,3,2,2,648,193,1975,"Boroondara",-37.8547,145.0771,"Southern Metropolitan",10412,48
"234","Glenroy","2 Roy St",4,"h",550000,"VB","Peter","4/03/2017",13,3046,4,2,1,683,138,2017,"Moreland",-37.6964,144.9314,"Northern Metropolitan",8870,6
"235","Glenroy","1c Barwon St",2,"h",540000,"VB","Nelson","7/05/2016",13,3046,2,1,1,164,114,2010,"Moreland",-37.7082,144.9178,"Northern Metropolitan",8870,13
"236","Glenroy","149 Augustine Tce",3,"h",447500,"S","Melbourne","15/10/2016",13,3046,3,1,1,320,130,2000,"Moreland",-37.6949,144.9122,"Northern Metropolitan",8870,23
"237","Glenroy","47 Cardinal Rd",4,"h",1217500,"S","Barry","24/09/2016",13,3046,4,3,2,693,192,2014,"Moreland",-37.7111,144.9275,"Northern Metropolitan",8870,9
"238","Glenroy","29 Moonee Bvd",3,"h",570000,"PI","Barry","24/09/2016",13,3046,3,2,2,585,146,1975,"Moreland",-37.6977,144.9071,"Northern Metropolitan",8870,48
"239","Glenroy","3/48 William St",2,"h",417000,"S","Stockdale","27/11/2016",13,3046,2,1,1,172,77,2013,"Moreland",-37.7074,144.9086,"Northern Metropolitan",8870,10
"240","Glenroy","2/4 Ash Ct",2,"h",270000,"PI","Ray","30/07/2016",13,3046,2,1,1,155,155,2000,"Moreland",-37.6972,144.9239,"Northern Metropolitan",8870,23
"241","Glenroy","33 View St",4,"h",638000,"S","Barry","30/07/2016",13,3046,4,2,1,624,258,2005,"Moreland",-37.6969,144.9334,"Northern Metropolitan",8870,18
"242","Gowanbrae","1 Gowanbrae Dr",3,"h",631000,"S","Nelson","3/09/2016",13.6,3043,3,2,2,608,138,2001,"Moreland",-37.709,144.8925,"Western Metropolitan",1071,22
"243","Gowanbrae","41 Balerno Cir",3,"h",504000,"S","Nelson","6/08/2016",13.6,3043,3,2,1,215,139,2004,"Moreland",-37.709,144.8964,"Western Metropolitan",1071,19
"244","Gowanbrae","8 Perth Ct",4,"h",709000,"PI","Nelson","14/05/2016",13.6,3043,4,2,2,453,213,2007,"Moreland",-37.7016,144.8974,"Western Metropolitan",1071,16
"245","Gowanbrae","42 Seggan Cir",3,"h",485000,"S","Nelson","16/04/2016",13.6,3043,3,2,1,175,134,2004,"Moreland",-37.7076,144.8961,"Western Metropolitan",1071,19
"246","Gowanbrae","6 Birk Ct",3,"h",540000,"VB","Brad","19/11/2016",13.6,3043,3,2,1,367,141,2008,"Moreland",-37.704,144.8989,"Western Metropolitan",1071,15
"247","Gowanbrae","24 Balerno Cir",3,"h",390000,"PI","Nelson","23/04/2016",13.6,3043,3,2,1,158,136,2005,"Moreland",-37.7091,144.8958,"Western Metropolitan",1071,18
"248","Gowanbrae","18 Primula Bvd",4,"h",8e+05,"S","Nelson","26/07/2016",13.6,3043,4,2,2,719,251,2000,"Moreland",-37.7062,144.8978,"Western Metropolitan",1071,23
"249","Gowanbrae","8 Perth Ct",4,"h",740000,"SP","Nelson","27/06/2016",13.6,3043,4,2,2,453,213,2007,"Moreland",-37.7016,144.8974,"Western Metropolitan",1071,16
"250","Hadfield","4 Surrey St",4,"h",870000,"S","Barry","3/12/2016",12.1,3046,4,3,5,591,268,2010,"Moreland",-37.7127,144.9489,"Northern Metropolitan",2606,13
"251","Hadfield","1/32 Sutherland St",3,"h",545000,"S","Raine","12/11/2016",12.1,3046,3,2,3,230,113,2000,"Moreland",-37.7073,144.9486,"Northern Metropolitan",2606,23
"252","Hadfield","25 East St",2,"h",515000,"S","D'Aprano","27/11/2016",12.1,3046,2,1,2,345,79,1990,"Moreland",-37.7128,144.9496,"Northern Metropolitan",2606,33
"253","Hampton","38 Myrtle Rd",4,"h",2800000,"S","Nick","3/09/2016",13.7,3188,3,3,2,701,320,2015,"Bayside",-37.9419,145.0152,"Southern Metropolitan",5454,8
"254","Hampton","3 Kendall St",4,"h",1600000,"VB","Marshall","3/12/2016",13.7,3188,4,2,2,607,242,2011,"Bayside",-37.9324,145.0235,"Southern Metropolitan",5454,12
"255","Hampton","24A Smith St",3,"h",1003500,"S","Ray","3/12/2016",13.7,3188,3,1,2,289,109,1998,"Bayside",-37.9338,145.0226,"Southern Metropolitan",5454,25
"256","Hampton","66a Thomas St",3,"h",1120000,"S","hockingstuart","7/05/2016",13.7,3188,4,2,3,373,113,1984,"Bayside",-37.9395,145.0088,"Southern Metropolitan",5454,39
"257","Hampton","43 Fewster Rd",4,"h",1250000,"PI","Hodges","10/09/2016",13.7,3188,4,3,2,398,220,2014,"Bayside",-37.9381,145.0161,"Southern Metropolitan",5454,9
"258","Hampton","65 Linacre Rd",5,"h",3470000,"SP","Marshall","12/11/2016",13.7,3188,5,3,4,670,413,2008,"Bayside",-37.9427,145.0085,"Southern Metropolitan",5454,15
"259","Hampton","107 Willis St",5,"h",2980000,"S","hockingstuart","19/11/2016",13.7,3188,5,3,2,694,323,2011,"Bayside",-37.9372,145.0101,"Southern Metropolitan",5454,12
"260","Hampton","50 Holyrood St",4,"h",2200000,"PI","Hodges","23/04/2016",13.7,3188,4,3,4,583,305,2000,"Bayside",-37.9336,144.9999,"Southern Metropolitan",5454,23
"261","Hampton","53 Bridge St",4,"h",3325000,"S","Marshall","25/02/2017",13.7,3188,4,3,2,627,303,1997,"Bayside",-37.9449,145.0068,"Southern Metropolitan",5454,26
"262","Hawthorn","6a Scott St",4,"h",1650000,"PI","Jellis","3/09/2016",4.6,3122,4,2,2,317,210,2005,"Boroondara",-37.8344,145.0422,"Southern Metropolitan",11308,18
"263","Hawthorn","1B Hepburn St",3,"h",1780000,"SP","Jellis","18/03/2017",4.6,3122,3,3,2,88,178,2011,"Boroondara",-37.824,145.0427,"Southern Metropolitan",11308,12
"264","Heidelberg Heights","13 Altona St",4,"h",856000,"S","Miles","22/08/2016",10.5,3081,4,1,2,722,208,1975,"Banyule",-37.7477,145.0565,"Eastern Metropolitan",2947,48
"265","Heidelberg Heights","3/17 Burns Ct",3,"h",6e+05,"VB","Fletchers","22/08/2016",10.5,3081,3,2,2,251,200,2012,"Banyule",-37.7358,145.0559,"Eastern Metropolitan",2947,11
"266","Heidelberg West","523 Waterdale Rd",3,"h",480000,"PI","Ray","18/06/2016",9.4,3081,3,1,1,338,13,1980,"Banyule",-37.739,145.0481,"Eastern Metropolitan",2674,43
"267","Heidelberg West","5 Barce Pl",4,"h",715000,"S","Barry","19/11/2016",9.4,3081,4,2,2,521,196,1990,"Banyule",-37.738,145.0374,"Eastern Metropolitan",2674,33
"268","Ivanhoe","9 Cook St",3,"h",981000,"S","Nelson","4/06/2016",7.9,3079,5,3,2,626,378,2016,"Banyule",-37.76,145.0326,"Eastern Metropolitan",5549,7
"269","Ivanhoe","30 Oriel Rd",3,"h",1220000,"S","Ray","11/02/2017",7.9,3079,3,1,1,687,110,1975,"Banyule",-37.7634,145.0361,"Eastern Metropolitan",5549,48
"270","Ivanhoe","44 Beatty St",5,"h",1730000,"S","Nelson","17/09/2016",7.9,3079,4,2,2,689,292,2007,"Banyule",-37.7591,145.04,"Eastern Metropolitan",5549,16
"271","Ivanhoe","32 Ailsa Gr",3,"h",1850000,"S","Miles","18/03/2017",7.9,3079,3,2,2,684,232,2000,"Banyule",-37.7659,145.0392,"Eastern Metropolitan",5549,23
"272","Ivanhoe","15 Kwinana Ct",3,"h",1223500,"S","Nelson","22/08/2016",7.9,3079,3,2,2,721,136,1980,"Banyule",-37.758,145.0408,"Eastern Metropolitan",5549,43
"273","Ivanhoe","11 Abbotsford Gr",4,"h",2090000,"S","Miles","25/02/2017",7.9,3079,4,3,2,608,315,1980,"Banyule",-37.7705,145.0396,"Eastern Metropolitan",5549,43
